用户名,帖子内容,留言用户名,留言时间,留言内容
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['Anastasia_LuLu'],['22-3-6 10:45'],['加油:flexed_biceps_light_skin_tone:']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['斯奇曼滑雪'],['22-3-6 10:45'],['转发微博']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['趁热拿铁吧'],['22-3-6 10:45'],['加油！']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['蔓蔓莓莓喵幸运呀'],['22-3-6 10:45'],['为所有运动员加油']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['紫色的风铃响'],['22-3-6 10:46'],['加油']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['能毕业不挂科'],['22-3-6 10:46'],['加油！！！']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['QCH祁先生'],['22-3-6 10:46'],['加油＾０＾~']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['QCH祁先生'],['22-3-6 10:47'],['很棒哦']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['小欧讶'],['22-3-6 19:48'],['为每一位冬奥运健儿们加油']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['愚人自有愚人乐'],['22-3-6 21:10'],['加油加油加油']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['Rcc小甜心'],['22-3-7 08:38'],['这组创意真棒']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['韩弘A'],['22-3-7 11:07'],['致敬冬残会，为运动员加油！']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['我是一个打工人咿呀咿呀呦'],['22-3-9 06:43'],['不妥协直到变老！为我们的运动员喝彩！向前冲吧！！']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['白起_88888'],['22-3-9 07:36'],['。']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['青涩时光的回忆'],['22-3-9 14:51'],['加油你们是最棒的']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['杰星最甜JZ-'],['22-3-6 21:50'],['转发微博']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['友浪Jackie仔'],['22-3-6 18:48'],['加油']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['枫叶飘零799'],['22-3-6 13:01'],['加油:flexed_biceps:']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['袁家的菇娘'],['22-3-6 12:12'],['为所有运动员打call']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['Shiny_Hwang'],['22-3-6 12:12'],['一起喝彩']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['快乐的非你墨属'],['22-3-6 12:20'],['加油']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['TheLittlePrince浪漫如玺'],['22-3-6 12:33'],['有梦想谁都了不起！为梦想喝彩！']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['我害怕王八'],['22-3-6 12:44'],['加油！！']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['善良的tweety可爱'],['22-3-6 12:47'],['#用电影海报打开北京冬残奥会# 北京冬残奥健儿加油！']
['人民日报'],['【别吝惜你的喝彩#用电影海报打开北京冬残奥会#，为梦想加油！】北京冬残奥会开赛，很多瞬间感动你我：盲人火炬手点火令人破防，#中国队刚开赛就实现金容融大丰收#。同样的超越自我，同样的为国争光。他们的奋斗，值得珍藏！用熟悉的电影海报致敬冬残奥↓传递，为运动员加油！  人民日报的微博视频'],['wqmlin'],['22-3-6 12:54'],['运动员的精神']
